close,high,low,open,time,volume,symbol
103232.0,103285.5,103053.5,103174.0,2025-05-19 09:00:00,812,BTCUSDT
103001.5,103245.0,102960.0,103229.5,2025-05-19 09:05:00,757,BTCUSDT
103125.0,103125.0,103001.5,103001.5,2025-05-19 09:10:00,248,BTCUSDT
103146.5,103220.5,103099.0,103111.5,2025-05-19 09:15:00,145,BTCUSDT
103187.5,103223.5,103057.5,103170.5,2025-05-19 09:20:00,177,BTCUSDT
103190.5,103233.5,103180.0,103198.0,2025-05-19 09:25:00,456,BTCUSDT
103223.5,103268.5,103201.5,103201.5,2025-05-19 09:30:00,68,BTCUSDT
103160.0,103263.0,103156.0,103203.0,2025-05-19 09:35:00,177,BTCUSDT
103210.0,103230.0,103119.5,103182.5,2025-05-19 09:40:00,117,BTCUSDT
103119.5,103217.0,103087.0,103217.0,2025-05-19 09:45:00,86,BTCUSDT
103020.0,103105.5,102997.5,103105.5,2025-05-19 09:50:00,103,BTCUSDT
103035.0,103057.5,103003.5,103009.5,2025-05-19 09:55:00,123,BTCUSDT
102963.0,103045.0,102909.0,103023.0,2025-05-19 10:00:00,549,BTCUSDT
102854.0,102971.5,102844.0,102933.5,2025-05-19 10:05:00,239,BTCUSDT
102846.5,102878.5,102812.0,102869.5,2025-05-19 10:10:00,184,BTCUSDT
102902.0,102902.0,102827.0,102843.0,2025-05-19 10:15:00,167,BTCUSDT
103000.5,103041.5,102831.5,102902.0,2025-05-19 10:20:00,346,BTCUSDT
102993.5,103041.5,102930.0,102990.0,2025-05-19 10:25:00,153,BTCUSDT
103011.5,103029.0,102944.5,103007.5,2025-05-19 10:30:00,227,BTCUSDT
102955.5,102990.5,102902.5,102990.5,2025-05-19 10:35:00,328,BTCUSDT
102901.5,103017.5,102901.0,102969.0,2025-05-19 10:40:00,228,BTCUSDT
102888.0,102967.0,102841.5,102931.5,2025-05-19 10:45:00,139,BTCUSDT
102973.5,103030.0,102888.0,102888.0,2025-05-19 10:50:00,122,BTCUSDT
102888.5,102984.0,102877.0,102982.0,2025-05-19 10:55:00,390,BTCUSDT
102943.5,102943.5,102859.5,102911.0,2025-05-19 11:00:00,157,BTCUSDT
102762.5,102970.5,102762.5,102948.0,2025-05-19 11:05:00,245,BTCUSDT
102815.0,102834.0,102736.0,102762.0,2025-05-19 11:10:00,164,BTCUSDT
102988.0,102998.5,102808.0,102808.0,2025-05-19 11:15:00,189,BTCUSDT
