close,high,low,open,time,volume,symbol
106462.5,106476.0,106320.0,106349.0,2025-05-21 09:00:00,636,BTCUSDT
106426.0,106471.0,106247.5,106471.0,2025-05-21 09:05:00,305,BTCUSDT
106272.0,106419.0,106251.0,106419.0,2025-05-21 09:10:00,213,BTCUSDT
106170.5,106272.0,106170.5,106272.0,2025-05-21 09:15:00,1358,BTCUSDT
106353.5,106353.5,106196.0,106196.0,2025-05-21 09:20:00,409,BTCUSDT
106296.5,106362.0,106268.0,106340.0,2025-05-21 09:25:00,225,BTCUSDT
106200.0,106280.0,106155.0,106280.0,2025-05-21 09:30:00,529,BTCUSDT
106270.5,106270.5,106195.0,106227.0,2025-05-21 09:35:00,271,BTCUSDT
106100.5,106240.5,106100.5,106240.5,2025-05-21 09:40:00,983,BTCUSDT
106054.0,106149.5,106052.5,106100.5,2025-05-21 09:45:00,338,BTCUSDT
106149.5,106153.0,106053.0,106054.0,2025-05-21 09:50:00,236,BTCUSDT
106154.5,106174.5,106135.0,106135.5,2025-05-21 09:55:00,181,BTCUSDT
106242.5,106255.0,106107.5,106154.5,2025-05-21 10:00:00,327,BTCUSDT
106181.0,106244.5,106090.5,106244.5,2025-05-21 10:05:00,285,BTCUSDT
106350.5,106385.0,106171.5,106192.5,2025-05-21 10:10:00,460,BTCUSDT
106254.5,106350.5,106235.5,106350.5,2025-05-21 10:15:00,1329,BTCUSDT
106114.5,106250.5,106111.5,106250.5,2025-05-21 10:20:00,366,BTCUSDT
106220.5,106220.5,106116.5,106135.5,2025-05-21 10:25:00,112,BTCUSDT
106330.5,106352.5,106198.0,106227.0,2025-05-21 10:30:00,182,BTCUSDT
106337.0,106353.0,106257.5,106322.5,2025-05-21 10:35:00,145,BTCUSDT
106310.0,106317.0,106222.0,106317.0,2025-05-21 10:40:00,156,BTCUSDT
106227.5,106300.5,106227.5,106300.5,2025-05-21 10:45:00,143,BTCUSDT
106314.5,106320.0,106220.5,106227.0,2025-05-21 10:50:00,238,BTCUSDT
106290.5,106315.0,106270.5,106315.0,2025-05-21 10:55:00,333,BTCUSDT
106328.5,106328.5,106216.5,106293.5,2025-05-21 11:00:00,450,BTCUSDT
106365.5,106375.0,106282.0,106301.0,2025-05-21 11:05:00,340,BTCUSDT
106447.5,106447.5,106300.5,106366.5,2025-05-21 11:10:00,308,BTCUSDT
106630.5,106641.0,106403.5,106437.0,2025-05-21 11:15:00,298,BTCUSDT
106568.5,106649.5,106568.5,106644.0,2025-05-21 11:20:00,323,BTCUSDT
106600.5,106610.0,106523.5,106530.0,2025-05-21 11:25:00,171,BTCUSDT
106580.0,106642.0,106554.5,106642.0,2025-05-21 11:30:00,4927,BTCUSDT
106490.5,106575.5,106481.0,106575.5,2025-05-21 11:35:00,1917,BTCUSDT
106547.5,106628.0,106490.0,106490.0,2025-05-21 11:40:00,869,BTCUSDT
106415.5,106542.5,106415.5,106542.5,2025-05-21 11:45:00,811,BTCUSDT
106470.5,106505.5,106425.0,106425.0,2025-05-21 11:50:00,199,BTCUSDT
106494.5,106530.5,106460.5,106477.5,2025-05-21 11:55:00,1363,BTCUSDT
106420.0,106502.0,106410.5,106484.0,2025-05-21 12:00:00,1002,BTCUSDT
106375.0,106444.5,106361.5,106434.0,2025-05-21 12:05:00,192,BTCUSDT
106486.0,106497.5,106387.5,106387.5,2025-05-21 12:10:00,217,BTCUSDT
106666.5,106678.5,106481.5,106481.5,2025-05-21 12:15:00,440,BTCUSDT
106687.0,106687.0,106650.0,106666.0,2025-05-21 12:20:00,357,BTCUSDT
106807.5,106834.5,106687.5,106687.5,2025-05-21 12:25:00,1384,BTCUSDT
106581.5,106775.0,106581.5,106775.0,2025-05-21 12:30:00,444,BTCUSDT
106602.5,106640.5,106600.5,106608.0,2025-05-21 12:35:00,256,BTCUSDT
106583.5,106588.5,106543.5,106588.5,2025-05-21 12:40:00,129,BTCUSDT
106496.5,106567.5,106438.5,106566.5,2025-05-21 12:45:00,366,BTCUSDT
106441.0,106590.5,106418.5,106496.5,2025-05-21 12:50:00,196,BTCUSDT
106517.5,106517.5,106437.5,106440.5,2025-05-21 12:55:00,157,BTCUSDT
106476.5,106603.0,106470.5,106547.0,2025-05-21 13:00:00,283,BTCUSDT
106399.5,106485.0,106355.5,106485.0,2025-05-21 13:05:00,324,BTCUSDT
106363.0,106378.5,106278.5,106378.5,2025-05-21 13:10:00,271,BTCUSDT
106343.0,106406.5,106300.0,106369.5,2025-05-21 13:15:00,254,BTCUSDT
106347.0,106425.5,106312.5,106340.5,2025-05-21 13:20:00,216,BTCUSDT
106414.0,106447.5,106360.0,106360.0,2025-05-21 13:25:00,183,BTCUSDT
106481.5,106643.5,106411.5,106414.5,2025-05-21 13:30:00,394,BTCUSDT
106706.0,106776.0,106453.0,106505.5,2025-05-21 13:35:00,390,BTCUSDT
107093.5,107139.5,106653.0,106727.0,2025-05-21 13:40:00,1856,BTCUSDT
107160.5,107258.5,107013.0,107093.0,2025-05-21 13:45:00,1453,BTCUSDT
107313.0,107433.0,107152.0,107199.5,2025-05-21 13:50:00,504,BTCUSDT
107192.5,107614.0,107192.5,107322.5,2025-05-21 13:55:00,2834,BTCUSDT
107341.0,107350.5,107100.5,107227.5,2025-05-21 14:00:00,2026,BTCUSDT
107325.0,107435.0,107262.0,107272.0,2025-05-21 14:05:00,1383,BTCUSDT
107363.5,107435.5,107232.5,107365.0,2025-05-21 14:10:00,1394,BTCUSDT
107591.0,107623.5,107276.5,107362.5,2025-05-21 14:15:00,1471,BTCUSDT
107529.5,107686.5,107516.0,107620.0,2025-05-21 14:20:00,1145,BTCUSDT
107277.0,107536.5,107249.0,107536.5,2025-05-21 14:25:00,1242,BTCUSDT
107020.0,107412.0,106960.0,107276.5,2025-05-21 14:30:00,1978,BTCUSDT
107420.5,107420.5,107027.5,107027.5,2025-05-21 14:35:00,815,BTCUSDT
107709.5,107734.5,107390.0,107420.5,2025-05-21 14:40:00,1045,BTCUSDT
108054.5,108056.5,107633.0,107740.5,2025-05-21 14:45:00,4659,BTCUSDT
108360.5,108431.5,107963.0,107963.0,2025-05-21 14:50:00,5057,BTCUSDT
108966.0,108966.0,108432.0,108432.0,2025-05-21 14:55:00,3680,BTCUSDT
108997.5,109264.5,108480.0,108866.0,2025-05-21 15:00:00,4134,BTCUSDT
109231.5,109417.5,109072.0,109085.0,2025-05-21 15:05:00,2513,BTCUSDT
108790.5,109258.0,108666.0,109236.0,2025-05-21 15:10:00,2156,BTCUSDT
109012.0,109254.5,108924.0,108924.5,2025-05-21 15:15:00,1950,BTCUSDT
109184.5,109184.5,108838.0,108940.5,2025-05-21 15:20:00,1235,BTCUSDT
