close,high,low,open,time,volume,symbol,strike_price,option_type
3756,3756,3756,3756,2025-05-22 20:10:00,10,C-BTC-108000-250525,108000,call
720,720,720,720,2025-05-22 20:10:00,10,C-BTC-114000-250525,114000,call
480,480,480,480,2025-05-22 21:15:00,1,C-BTC-114800-250525,114800,call
480,480,480,480,2025-05-22 21:20:00,0,C-BTC-114800-250525,114800,call
480,480,480,480,2025-05-22 21:25:00,0,C-BTC-114800-250525,114800,call
480,480,480,480,2025-05-22 21:30:00,0,C-BTC-114800-250525,114800,call
480,480,480,480,2025-05-22 21:35:00,0,C-BTC-114800-250525,114800,call
480,480,480,480,2025-05-22 21:40:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 21:45:00,25,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 21:50:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 21:55:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:00:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:05:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:10:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:15:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:20:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:25:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:30:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:35:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:40:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:45:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:50:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 22:55:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:00:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:05:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:10:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:15:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:20:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:25:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:30:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:35:00,0,C-BTC-114800-250525,114800,call
460,460,460,460,2025-05-22 23:40:00,0,C-BTC-114800-250525,114800,call
545,545,545,545,2025-05-22 23:45:00,25,C-BTC-114800-250525,114800,call
350,350,350,350,2025-05-22 21:45:00,23,C-BTC-115600-250525,115600,call
