close,high,low,open,time,volume,symbol
110385.0,110433.5,110266.5,110402.5,2025-05-22 09:00:00,272,BTCUSDT
110487.5,110494.0,110256.0,110372.0,2025-05-22 09:05:00,528,BTCUSDT
110361.0,110489.5,110361.0,110460.0,2025-05-22 09:10:00,191,BTCUSDT
110447.0,110484.5,110258.5,110403.0,2025-05-22 09:15:00,221,BTCUSDT
110473.0,110557.0,110442.0,110446.0,2025-05-22 09:20:00,143,BTCUSDT
110644.5,110644.5,110434.5,110477.5,2025-05-22 09:25:00,146,BTCUSDT
110586.5,110640.5,110577.0,110636.5,2025-05-22 09:30:00,96,BTCUSDT
110703.5,110767.0,110493.0,110599.5,2025-05-22 09:35:00,414,BTCUSDT
110600.5,110748.0,110542.5,110702.5,2025-05-22 09:40:00,134,BTCUSDT
110573.0,110658.0,110562.0,110614.0,2025-05-22 09:45:00,190,BTCUSDT
110757.0,110757.0,110558.5,110563.5,2025-05-22 09:50:00,176,BTCUSDT
110772.5,110778.0,110703.0,110751.5,2025-05-22 09:55:00,121,BTCUSDT
110693.5,110829.5,110667.5,110773.0,2025-05-22 10:00:00,196,BTCUSDT
110671.0,110749.5,110560.0,110675.5,2025-05-22 10:05:00,112,BTCUSDT
110684.5,110749.0,110665.5,110700.0,2025-05-22 10:10:00,129,BTCUSDT
110728.5,110745.5,110645.0,110689.5,2025-05-22 10:15:00,129,BTCUSDT
110834.5,110834.5,110720.0,110732.5,2025-05-22 10:20:00,117,BTCUSDT
110859.5,110910.5,110800.0,110813.0,2025-05-22 10:25:00,189,BTCUSDT
110859.5,110886.5,110787.5,110855.5,2025-05-22 10:30:00,122,BTCUSDT
110804.5,110859.5,110776.0,110859.5,2025-05-22 10:35:00,122,BTCUSDT
110871.0,110872.0,110779.5,110799.5,2025-05-22 10:40:00,121,BTCUSDT
110695.5,110879.0,110674.5,110879.0,2025-05-22 10:45:00,146,BTCUSDT
110758.0,110799.5,110674.5,110695.0,2025-05-22 10:50:00,113,BTCUSDT
110760.0,110810.5,110684.0,110706.5,2025-05-22 10:55:00,133,BTCUSDT
110690.0,110824.5,110681.0,110750.0,2025-05-22 11:00:00,95,BTCUSDT
110616.0,110707.5,110587.5,110676.5,2025-05-22 11:05:00,971,BTCUSDT
110681.0,110740.5,110621.0,110642.5,2025-05-22 11:10:00,197,BTCUSDT
110858.0,110858.0,110600.5,110604.0,2025-05-22 11:15:00,688,BTCUSDT
110660.0,110861.5,110559.0,110861.0,2025-05-22 11:20:00,127,BTCUSDT
110485.5,110659.5,110485.5,110659.5,2025-05-22 11:25:00,633,BTCUSDT
110529.5,110529.5,110457.5,110475.5,2025-05-22 11:30:00,7693,BTCUSDT
110602.0,110621.0,110537.5,110545.0,2025-05-22 11:35:00,1193,BTCUSDT
