close,high,low,open,time,volume,symbol,strike_price,option_type
3368,3368,3368,3368,2025-05-21 13:10:00,10,C-BTC-103600-240525,103600,call
2091,2091,2091,2091,2025-05-21 15:05:00,1000,C-BTC-109000-240525,109000,call
675,675,675,675,2025-05-21 13:10:00,10,C-BTC-109600-240525,109600,call
