close,high,low,open,time,volume,symbol
108310.0,108382.5,108148.0,108209.5,2025-05-24 09:00:00,277,BTCUSDT
108245.5,108266.5,108156.0,108243.5,2025-05-24 09:05:00,233,BTCUSDT
108162.0,108280.5,108162.0,108245.5,2025-05-24 09:10:00,175,BTCUSDT
108213.5,108266.0,108152.5,108162.0,2025-05-24 09:15:00,209,BTCUSDT
108331.0,108348.5,108176.0,108193.0,2025-05-24 09:20:00,184,BTCUSDT
108296.5,108365.5,108283.0,108325.5,2025-05-24 09:25:00,391,BTCUSDT
108256.0,108375.0,108255.0,108297.0,2025-05-24 09:30:00,183,BTCUSDT
108198.5,108292.5,108188.0,108255.0,2025-05-24 09:35:00,134,BTCUSDT
108195.0,108196.5,108165.5,108186.0,2025-05-24 09:40:00,104,BTCUSDT
108159.0,108253.0,108127.5,108196.5,2025-05-24 09:45:00,99,BTCUSDT
108175.5,108249.0,108109.0,108155.5,2025-05-24 09:50:00,140,BTCUSDT
108122.5,108221.5,108111.0,108175.5,2025-05-24 09:55:00,60,BTCUSDT
108205.0,108205.0,108132.5,108142.5,2025-05-24 10:00:00,53,BTCUSDT
108143.5,108208.5,108117.0,108204.5,2025-05-24 10:05:00,141,BTCUSDT
108124.5,108154.5,108120.0,108143.5,2025-05-24 10:10:00,175,BTCUSDT
108233.0,108246.5,108139.5,108139.5,2025-05-24 10:15:00,251,BTCUSDT
108228.5,108228.5,108163.5,108191.5,2025-05-24 10:20:00,435,BTCUSDT
108371.0,108371.0,108150.0,108185.5,2025-05-24 10:25:00,577,BTCUSDT
108521.5,108561.5,108338.5,108350.0,2025-05-24 10:30:00,2907,BTCUSDT
108672.5,108802.5,108512.5,108521.5,2025-05-24 10:35:00,4046,BTCUSDT
108908.0,109000.0,108760.0,108811.0,2025-05-24 10:40:00,5273,BTCUSDT
109155.0,109173.5,108874.5,108931.5,2025-05-24 10:45:00,842,BTCUSDT
109150.5,109200.0,109081.0,109173.0,2025-05-24 10:50:00,644,BTCUSDT
109044.0,109168.5,109028.5,109155.0,2025-05-24 10:55:00,579,BTCUSDT
109144.5,109168.5,109088.0,109128.0,2025-05-24 11:00:00,456,BTCUSDT
109213.5,109363.0,109115.0,109139.0,2025-05-24 11:05:00,7128,BTCUSDT
109251.5,109436.5,109154.5,109190.5,2025-05-24 11:10:00,2157,BTCUSDT
109200.0,109335.5,109175.0,109251.5,2025-05-24 11:15:00,945,BTCUSDT
109200.0,109228.5,109126.5,109199.5,2025-05-24 11:20:00,493,BTCUSDT
109277.5,109345.5,109188.0,109190.5,2025-05-24 11:25:00,1348,BTCUSDT
109340.5,109388.0,109261.5,109278.0,2025-05-24 11:30:00,4440,BTCUSDT
109335.0,109433.5,109310.5,109353.5,2025-05-24 11:35:00,1612,BTCUSDT
109118.0,109359.0,109117.5,109335.0,2025-05-24 11:40:00,3406,BTCUSDT
