close,high,low,open,time,volume,symbol
107100.5,107166.0,107010.5,107035.0,2025-05-25 09:00:00,437,BTCUSDT
106955.0,107084.5,106932.0,107084.5,2025-05-25 09:05:00,484,BTCUSDT
107133.0,107210.0,106970.0,106977.0,2025-05-25 09:10:00,666,BTCUSDT
106888.0,107129.0,106888.0,107129.0,2025-05-25 09:15:00,788,BTCUSDT
107097.0,107110.0,106860.0,106867.0,2025-05-25 09:20:00,606,BTCUSDT
107118.5,107209.0,107092.0,107092.0,2025-05-25 09:25:00,452,BTCUSDT
107060.0,107151.5,107034.5,107144.0,2025-05-25 09:30:00,367,BTCUSDT
106826.0,107059.5,106662.0,107059.5,2025-05-25 09:35:00,1807,BTCUSDT
106833.5,106895.5,106682.5,106745.0,2025-05-25 09:40:00,510,BTCUSDT
106975.0,107002.0,106862.5,106862.5,2025-05-25 09:45:00,519,BTCUSDT
107066.5,107069.0,107012.0,107012.0,2025-05-25 09:50:00,209,BTCUSDT
107079.0,107082.5,106990.5,107066.0,2025-05-25 09:55:00,1087,BTCUSDT
107115.0,107115.0,107021.0,107091.0,2025-05-25 10:00:00,246,BTCUSDT
107083.5,107250.0,107050.5,107115.5,2025-05-25 10:05:00,346,BTCUSDT
107146.5,107161.5,107025.0,107106.5,2025-05-25 10:10:00,350,BTCUSDT
107218.5,107234.5,107137.5,107167.0,2025-05-25 10:15:00,164,BTCUSDT
107199.5,107224.0,107150.0,107224.0,2025-05-25 10:20:00,179,BTCUSDT
107040.0,107204.0,107034.0,107204.0,2025-05-25 10:25:00,802,BTCUSDT
107207.5,107207.5,107080.0,107080.0,2025-05-25 10:30:00,86,BTCUSDT
107194.0,107207.0,107169.5,107193.0,2025-05-25 10:35:00,117,BTCUSDT
107132.0,107253.0,107132.0,107194.0,2025-05-25 10:40:00,382,BTCUSDT
107261.0,107261.0,107120.5,107120.5,2025-05-25 10:45:00,224,BTCUSDT
107026.5,107327.0,106941.0,107261.5,2025-05-25 10:50:00,547,BTCUSDT
106903.5,107013.5,106795.0,107013.5,2025-05-25 10:55:00,626,BTCUSDT
106869.0,106933.5,106809.0,106892.5,2025-05-25 11:00:00,226,BTCUSDT
106962.5,106962.5,106822.0,106892.0,2025-05-25 11:05:00,378,BTCUSDT
106998.5,107005.0,106892.0,106962.5,2025-05-25 11:10:00,184,BTCUSDT
107030.5,107031.5,106971.0,107010.0,2025-05-25 11:15:00,122,BTCUSDT
106969.0,107036.5,106945.0,106981.0,2025-05-25 11:20:00,206,BTCUSDT
107108.5,107128.0,106978.0,106978.0,2025-05-25 11:25:00,263,BTCUSDT
107041.5,107171.0,106972.0,107122.0,2025-05-25 11:30:00,5060,BTCUSDT
107083.0,107090.0,106979.0,107040.0,2025-05-25 11:35:00,2058,BTCUSDT
107070.0,107130.5,107041.0,107083.0,2025-05-25 11:40:00,2460,BTCUSDT
107171.5,107171.5,107069.5,107080.0,2025-05-25 11:45:00,3388,BTCUSDT
107213.5,107234.0,107143.0,107171.5,2025-05-25 11:50:00,927,BTCUSDT
107214.5,107235.5,107183.5,107194.0,2025-05-25 11:55:00,144,BTCUSDT
107169.5,107242.0,107145.5,107214.5,2025-05-25 12:00:00,95,BTCUSDT
107271.0,107309.5,107180.0,107182.0,2025-05-25 12:05:00,337,BTCUSDT
107348.5,107348.5,107260.5,107271.5,2025-05-25 12:10:00,550,BTCUSDT
107436.5,107549.5,107370.0,107370.0,2025-05-25 12:15:00,1164,BTCUSDT
107359.0,107431.5,107268.0,107431.5,2025-05-25 12:20:00,712,BTCUSDT
107416.0,107455.5,107359.0,107386.0,2025-05-25 12:25:00,723,BTCUSDT
107442.5,107533.5,107417.5,107417.5,2025-05-25 12:30:00,326,BTCUSDT
107485.5,107485.5,107400.0,107430.0,2025-05-25 12:35:00,238,BTCUSDT
107362.5,107523.0,107342.0,107486.0,2025-05-25 12:40:00,232,BTCUSDT
107353.0,107428.5,107351.5,107364.5,2025-05-25 12:45:00,270,BTCUSDT
107398.5,107425.5,107329.5,107352.5,2025-05-25 12:50:00,336,BTCUSDT
107484.5,107505.5,107399.0,107399.0,2025-05-25 12:55:00,187,BTCUSDT
107468.5,107526.5,107418.0,107450.5,2025-05-25 13:00:00,417,BTCUSDT
107400.5,107460.5,107358.5,107460.5,2025-05-25 13:05:00,264,BTCUSDT
107330.0,107400.5,107250.5,107400.5,2025-05-25 13:10:00,268,BTCUSDT
107318.0,107360.0,107261.0,107326.5,2025-05-25 13:15:00,218,BTCUSDT
107350.0,107366.5,107282.0,107293.5,2025-05-25 13:20:00,231,BTCUSDT
107491.0,107491.0,107337.5,107359.0,2025-05-25 13:25:00,206,BTCUSDT
107495.5,107560.5,107466.5,107500.0,2025-05-25 13:30:00,227,BTCUSDT
107620.0,107684.5,107535.5,107535.5,2025-05-25 13:35:00,372,BTCUSDT
107606.5,107611.5,107521.5,107611.5,2025-05-25 13:40:00,272,BTCUSDT
107621.0,107663.0,107585.0,107590.5,2025-05-25 13:45:00,294,BTCUSDT
107649.0,107698.0,107555.5,107620.5,2025-05-25 13:50:00,339,BTCUSDT
