close,high,low,open,time,volume,symbol
105230.5,105272.5,105139.5,105163.0,2025-05-20 09:00:00,1078,BTCUSDT
105249.0,105276.5,105210.5,105230.5,2025-05-20 09:05:00,137,BTCUSDT
105211.5,105249.0,105211.5,105249.0,2025-05-20 09:10:00,180,BTCUSDT
105197.5,105240.5,105195.5,105211.5,2025-05-20 09:15:00,326,BTCUSDT
105280.0,105286.0,105201.0,105214.5,2025-05-20 09:20:00,309,BTCUSDT
105279.5,105279.5,105250.0,105269.5,2025-05-20 09:25:00,281,BTCUSDT
105310.0,105322.5,105266.0,105280.0,2025-05-20 09:30:00,355,BTCUSDT
105314.5,105330.0,105300.0,105300.0,2025-05-20 09:35:00,947,BTCUSDT
105319.5,105334.0,105309.0,105309.0,2025-05-20 09:40:00,92,BTCUSDT
105320.0,105330.0,105311.5,105325.0,2025-05-20 09:45:00,119,BTCUSDT
105240.5,105349.5,105240.5,105319.5,2025-05-20 09:50:00,159,BTCUSDT
105245.0,105256.5,105230.5,105241.0,2025-05-20 09:55:00,89,BTCUSDT
105237.5,105256.5,105221.0,105245.5,2025-05-20 10:00:00,138,BTCUSDT
105330.5,105349.5,105232.5,105237.5,2025-05-20 10:05:00,218,BTCUSDT
105186.5,105312.0,105135.5,105312.0,2025-05-20 10:10:00,256,BTCUSDT
105154.5,105230.5,105154.5,105186.5,2025-05-20 10:15:00,201,BTCUSDT
105282.5,105294.0,105090.5,105137.0,2025-05-20 10:20:00,303,BTCUSDT
105200.0,105260.0,105166.0,105258.5,2025-05-20 10:25:00,180,BTCUSDT
105054.5,105201.5,105054.5,105201.5,2025-05-20 10:30:00,180,BTCUSDT
104996.5,105078.5,104996.5,105050.0,2025-05-20 10:35:00,281,BTCUSDT
105124.0,105124.0,104975.5,105004.0,2025-05-20 10:40:00,449,BTCUSDT
105041.0,105133.5,104988.5,105133.5,2025-05-20 10:45:00,123,BTCUSDT
105037.0,105080.0,105032.0,105041.0,2025-05-20 10:50:00,51,BTCUSDT
104974.0,105036.0,104966.5,105015.5,2025-05-20 10:55:00,165,BTCUSDT
104951.5,104996.0,104951.5,104994.5,2025-05-20 11:00:00,75,BTCUSDT
104926.0,104946.0,104911.0,104933.0,2025-05-20 11:05:00,99,BTCUSDT
104975.0,104986.0,104908.5,104921.0,2025-05-20 11:10:00,300,BTCUSDT
104902.5,104978.0,104882.0,104974.5,2025-05-20 11:15:00,210,BTCUSDT
104887.5,104907.5,104869.0,104907.5,2025-05-20 11:20:00,105,BTCUSDT
105095.0,105119.0,104887.5,104887.5,2025-05-20 11:25:00,186,BTCUSDT
105218.0,105255.0,105100.5,105101.5,2025-05-20 11:30:00,4889,BTCUSDT
105281.5,105288.5,105170.5,105219.0,2025-05-20 11:35:00,3719,BTCUSDT
105282.0,105283.5,105230.5,105269.0,2025-05-20 11:40:00,835,BTCUSDT
105225.5,105281.5,105213.0,105281.5,2025-05-20 11:45:00,965,BTCUSDT
105144.0,105206.0,105144.0,105206.0,2025-05-20 11:50:00,521,BTCUSDT
105159.0,105189.5,105118.5,105133.0,2025-05-20 11:55:00,798,BTCUSDT
105049.5,105163.5,105036.5,105140.0,2025-05-20 12:00:00,124,BTCUSDT
105029.0,105073.5,105028.5,105064.0,2025-05-20 12:05:00,109,BTCUSDT
104979.5,105041.5,104957.0,105033.5,2025-05-20 12:10:00,802,BTCUSDT
104924.0,105028.5,104917.0,104979.5,2025-05-20 12:15:00,286,BTCUSDT
104772.0,104945.0,104772.0,104941.0,2025-05-20 12:20:00,257,BTCUSDT
104769.5,104820.5,104762.0,104778.0,2025-05-20 12:25:00,187,BTCUSDT
104680.0,104800.5,104671.5,104776.5,2025-05-20 12:30:00,302,BTCUSDT
104616.0,104694.5,104616.0,104680.0,2025-05-20 12:35:00,245,BTCUSDT
104687.5,104687.5,104600.5,104615.5,2025-05-20 12:40:00,216,BTCUSDT
104663.0,104712.5,104645.0,104656.5,2025-05-20 12:45:00,285,BTCUSDT
104750.0,104797.0,104626.5,104662.5,2025-05-20 12:50:00,244,BTCUSDT
104718.5,104749.5,104685.0,104737.5,2025-05-20 12:55:00,182,BTCUSDT
104733.5,104798.5,104720.5,104731.5,2025-05-20 13:00:00,183,BTCUSDT
104598.0,104721.0,104598.0,104721.0,2025-05-20 13:05:00,424,BTCUSDT
104535.0,104632.5,104535.0,104603.5,2025-05-20 13:10:00,297,BTCUSDT
104570.0,104600.0,104531.0,104535.0,2025-05-20 13:15:00,952,BTCUSDT
104649.0,104755.5,104608.0,104613.5,2025-05-20 13:20:00,1305,BTCUSDT
104569.5,104714.0,104546.0,104653.5,2025-05-20 13:25:00,188,BTCUSDT
104514.0,104572.5,104422.0,104572.0,2025-05-20 13:30:00,2472,BTCUSDT
104456.0,104457.0,104204.0,104457.0,2025-05-20 13:35:00,927,BTCUSDT
104181.5,104448.5,104163.0,104448.5,2025-05-20 13:40:00,1095,BTCUSDT
104252.0,104299.5,104144.0,104188.0,2025-05-20 13:45:00,569,BTCUSDT
104520.0,104524.0,104160.0,104215.5,2025-05-20 13:50:00,514,BTCUSDT
104391.0,104555.0,104350.5,104511.0,2025-05-20 13:55:00,675,BTCUSDT
104374.5,104384.0,104250.0,104384.0,2025-05-20 14:00:00,377,BTCUSDT
104524.5,104564.5,104369.5,104404.0,2025-05-20 14:05:00,500,BTCUSDT
104453.5,104584.5,104416.0,104466.5,2025-05-20 14:10:00,534,BTCUSDT
104726.5,104751.5,104425.0,104453.5,2025-05-20 14:15:00,1313,BTCUSDT
104850.0,104919.5,104727.0,104739.0,2025-05-20 14:20:00,1286,BTCUSDT
104645.0,104844.5,104645.0,104844.5,2025-05-20 14:25:00,317,BTCUSDT
104578.5,104760.0,104527.5,104640.5,2025-05-20 14:30:00,275,BTCUSDT
104677.0,104677.0,104459.0,104567.0,2025-05-20 14:35:00,647,BTCUSDT
104715.5,104748.5,104638.5,104687.5,2025-05-20 14:40:00,501,BTCUSDT
104840.0,104898.0,104706.0,104729.5,2025-05-20 14:45:00,410,BTCUSDT
104612.5,104831.5,104570.0,104831.5,2025-05-20 14:50:00,176,BTCUSDT
104474.0,104691.5,104474.0,104633.5,2025-05-20 14:55:00,207,BTCUSDT
104560.0,104609.0,104445.0,104462.0,2025-05-20 15:00:00,485,BTCUSDT
104646.5,104668.0,104532.5,104559.0,2025-05-20 15:05:00,234,BTCUSDT
104748.0,104750.0,104583.0,104614.0,2025-05-20 15:10:00,265,BTCUSDT
104757.0,104812.0,104748.0,104748.0,2025-05-20 15:15:00,195,BTCUSDT
104617.0,104785.5,104587.0,104785.5,2025-05-20 15:20:00,176,BTCUSDT
105019.5,105019.5,104608.5,104608.5,2025-05-20 15:25:00,185,BTCUSDT
105153.5,105171.5,104985.0,105062.0,2025-05-20 15:30:00,251,BTCUSDT
105233.5,105286.0,105100.0,105154.0,2025-05-20 15:35:00,2141,BTCUSDT
105054.0,105197.0,105051.0,105170.5,2025-05-20 15:40:00,142,BTCUSDT
105095.5,105172.5,105057.0,105072.0,2025-05-20 15:45:00,159,BTCUSDT
105164.5,105210.0,105064.5,105095.0,2025-05-20 15:50:00,162,BTCUSDT
105295.0,105344.5,105187.0,105187.0,2025-05-20 15:55:00,263,BTCUSDT
105438.5,105438.5,105210.0,105303.5,2025-05-20 16:00:00,417,BTCUSDT
105184.5,105417.0,105152.0,105417.0,2025-05-20 16:05:00,268,BTCUSDT
105101.5,105179.0,105028.5,105179.0,2025-05-20 16:10:00,255,BTCUSDT
105299.5,105299.5,105060.5,105097.0,2025-05-20 16:15:00,248,BTCUSDT
105280.5,105448.0,105280.5,105319.0,2025-05-20 16:20:00,255,BTCUSDT
105204.0,105260.0,105165.0,105202.5,2025-05-20 16:25:00,287,BTCUSDT
105238.5,105291.5,105207.5,105210.5,2025-05-20 16:30:00,215,BTCUSDT
105368.5,105416.0,105245.5,105269.5,2025-05-20 16:35:00,503,BTCUSDT
105306.5,105377.0,105238.0,105347.5,2025-05-20 16:40:00,389,BTCUSDT
105240.0,105367.5,105219.0,105342.5,2025-05-20 16:45:00,266,BTCUSDT
105209.5,105258.0,105209.5,105243.5,2025-05-20 16:50:00,208,BTCUSDT
105160.0,105259.5,105126.0,105210.0,2025-05-20 16:55:00,189,BTCUSDT
105423.0,105428.0,105162.0,105171.0,2025-05-20 17:00:00,485,BTCUSDT
105702.5,105718.0,105430.5,105432.5,2025-05-20 17:05:00,1628,BTCUSDT
106063.5,106102.5,105707.5,105707.5,2025-05-20 17:10:00,3248,BTCUSDT
