close,high,low,open,time,volume,symbol,strike_price,option_type
588,588,588,588,2025-05-21 13:10:00,10,P-BTC-103600-240525,103600,put
676,676,676,676,2025-05-21 17:40:00,10,P-BTC-104000-240525,104000,put
3763,3763,3763,3763,2025-05-21 13:10:00,10,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:15:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:20:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:25:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:30:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:35:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:40:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:45:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:50:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 13:55:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:00:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:05:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:10:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:15:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:20:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:25:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:30:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:35:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:40:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:45:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:50:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 14:55:00,0,P-BTC-109600-240525,109600,put
3763,3763,3763,3763,2025-05-21 15:00:00,0,P-BTC-109600-240525,109600,put
